id,name,lat,lon,tags,rating,visit_duration_min,entry_fee,open_hour,close_hour
4756,Nhà Hàng Ngon,10.777346,106.699633,food;restaurant,3.9,90,0,10,22
4757,Nhà Hàng Phước Xanh,10.875061,106.758424,food;restaurant,3.9,90,0,10,22
4758,Nhà Hàng Secret Cottage Café Dining,10.775224,106.703325,food;restaurant,3.9,90,0,10,22
4759,Nhà Hàng Seoul Garden,10.770633,106.669898,food;restaurant,3.9,90,0,10,22
4760,Nhà Hàng Song Ngư,10.77266,106.689641,food;restaurant,3.9,90,0,10,22
4761,Nhà Hàng StormP Saigon,10.777668,106.704449,food;restaurant,3.9,90,0,10,22
4762,Nhà Hàng Sushi Ko,10.760844,106.704794,food;restaurant,3.9,90,0,10,22
4763,Nhà Hàng Thanh Thìn,10.76763,106.700049,food;restaurant,3.9,90,0,10,22
4764,Nhà Hàng Thuần Chay Nhất Tâm,10.760229,106.701814,food;restaurant,3.9,90,0,10,22
4765,Nhà Hàng Tiệc Cưới Sông Tiền,10.355258,106.367495,food;restaurant,3.9,90,0,10,22
4766,Nhà Hàng Tân Hải Vân,10.769362,106.690288,food;restaurant,3.9,90,0,10,22
4767,Nhà Hàng Tê Tê & Phê Quán,10.788831,106.697901,food;restaurant,3.9,90,0,10,22
4768,Nhà Hàng Vườn Cau,10.821747,106.693711,food;restaurant,3.9,90,0,10,22
4769,Nhà Hàng Vịt Chiên Tuyến Số 1,10.783195,106.678439,food;restaurant,3.9,90,0,10,22
4770,Nhà Hàng Xẻng - Mồi & Bia,10.790491,106.701245,food;restaurant,3.9,90,0,10,22
4771,Nhà Hàng Yến Nhi 2,11.123921,106.612046,food;restaurant,3.9,90,0,10,22
4772,Nhà Hàng Ụt Ụt,10.803441,106.732365,food;restaurant,3.9,90,0,10,22
4773,Nhà hàng Bình Xuyên,10.731559,106.672774,food;restaurant,3.9,90,0,10,22
4774,Nhà hàng Happy,11.057448,106.684698,food;restaurant,3.9,90,0,10,22
4775,Nhà hàng Hương Cau,10.795353,106.667186,food;restaurant,3.9,90,0,10,22
4776,Nhà hàng Ocean Palace,10.787361,106.704498,food;restaurant,3.9,90,0,10,22
4777,Nhà hàng Tiệc cưới Luxury Palace,10.827425,106.689682,food;restaurant,3.9,90,0,10,22
4778,Nhà hàng Tuấn Mập,10.787043,106.63505,food;restaurant,3.9,90,0,10,22
4779,Nhà Ăn A3,10.877836,106.806155,food;restaurant,3.9,90,0,10,22
4780,Nhà ăn A4,10.878082,106.806271,food;restaurant,3.9,90,0,10,22
4781,Otoke Chicken,10.800621,106.684487,food;restaurant,3.9,90,0,10,22
4782,PASTA CLUB,10.804734,106.739939,food;restaurant,3.9,90,0,10,22
4783,Padma de Fleur,10.768598,106.697849,food;restaurant,3.9,90,0,10,22
4784,Phat’s Dumpling House (2nd floor),10.776361,106.70507,food;restaurant,3.9,90,0,10,22
4785,Pho 24,10.789199,106.71742,food;restaurant,3.9,90,0,10,22
4786,Pho Cong,10.768563,106.697113,food;restaurant,3.9,90,0,10,22
4787,Phương Bắc,10.558579,107.052012,food;restaurant,3.9,90,0,10,22
4788,Phố Nướng,10.590062,107.055441,food;restaurant,3.9,90,0,10,22
4789,Phở Bắc Hải,10.773102,106.668835,food;restaurant,3.9,90,0,10,22
4790,Phở Kim,10.774564,106.686857,food;restaurant,3.9,90,0,10,22
4791,Pink Pong Buffet,10.809444,106.619432,food;restaurant,3.9,90,0,10,22
4792,Pizza & Bia,10.784617,106.694244,food;restaurant,3.9,90,0,10,22
4793,Pizza Hut,10.795313,106.709594,food;restaurant,3.9,90,0,10,22
4794,Pizza Hut,10.742897,106.612711,food;restaurant,3.9,90,0,10,22
4795,Pizza Hut BigC Bình Dương,10.987184,106.664671,food;restaurant,3.9,90,0,10,22
4796,Quán Bò Né,10.778864,106.679548,food;restaurant,3.9,90,0,10,22
4797,Quán Bún Bò Gánh,10.779516,106.692914,food;restaurant,3.9,90,0,10,22
4798,Quán Chay Dì Sáu,10.761966,106.663399,food;restaurant,3.9,90,0,10,22
4799,Quán Chay Lam,10.769911,106.681576,food;restaurant,3.9,90,0,10,22
4800,Quán Chay Nhà Tôi,10.788458,106.697568,food;restaurant,3.9,90,0,10,22
4801,Quán Chay Quan Âm,10.743088,106.642653,food;restaurant,3.9,90,0,10,22
4802,Quán Cơm Chay 27,10.800567,106.684579,food;restaurant,3.9,90,0,10,22
4803,Quán Cơm Tấm Cây Khế 3,10.842648,106.655908,food;restaurant,3.9,90,0,10,22
4804,Quán Hoa Viên 102,10.837341,106.789046,food;restaurant,3.9,90,0,10,22
4805,Quán Hoàng,10.666933,107.033377,food;restaurant,3.9,90,0,10,22
4806,Quán Phở 179,10.748439,106.616606,food;restaurant,3.9,90,0,10,22
4807,Quán Phở Hoa,10.780727,106.695507,food;restaurant,3.9,90,0,10,22
4808,Quán bò Corner,10.959964,106.847068,food;restaurant,3.9,90,0,10,22
4809,Saigon special,10.770399,106.704573,food;restaurant,3.9,90,0,10,22
4810,Samwon,10.732557,106.710219,food;restaurant,3.9,90,0,10,22
4811,Sushi,10.765631,106.694598,food;restaurant,3.9,90,0,10,22
4812,Sushi World,10.773322,106.702184,food;restaurant,3.9,90,0,10,22
4813,Taj Mahal,10.76808,106.692539,food;restaurant,3.9,90,0,10,22
4814,Tasiki BBQ,10.770489,106.66986,food;restaurant,3.9,90,0,10,22
4815,Thanh Long 2,10.697138,107.015201,food;restaurant,3.9,90,0,10,22
4816,The Cowboys,10.962149,106.859271,food;restaurant,3.9,90,0,10,22
4817,The Gangs,10.786581,106.697674,food;restaurant,3.9,90,0,10,22
4818,The Tavern,10.732725,106.708692,food;restaurant,3.9,90,0,10,22
4819,Thuan Kieu Vietnamese restaurant,10.767595,106.69735,food;restaurant,3.9,90,0,10,22
4820,Thuận Ký,10.348424,107.074851,food;restaurant,3.9,90,0,10,22
4821,Thủy,10.803816,106.72305,food;restaurant,3.9,90,0,10,22
4822,Trung Tâm Hội Nghị Capella,10.809344,106.677572,food;restaurant,3.9,90,0,10,22
4823,Trung tâm Nhà hàng Tiệc cưới Hải Yến,10.886238,106.737098,food;restaurant,3.9,90,0,10,22
4824,Tuyết Nhi,11.107345,106.61057,food;restaurant,3.9,90,0,10,22
4825,Tuệ Đăng Quang,10.790031,106.679402,food;restaurant,3.9,90,0,10,22
4826,Tâm Ký,10.787707,106.641032,food;restaurant,3.9,90,0,10,22
4827,Tịệm Nướng Lẩu Cô Chủ Nhỏ,10.808447,106.716719,food;restaurant,3.9,90,0,10,22
4828,Vegan cafe,10.340072,107.082692,food;restaurant,3.9,90,0,10,22
4829,Vegetarian,10.819022,106.700644,food;restaurant,3.9,90,0,10,22
4830,Vinafresh,10.773411,106.697932,food;restaurant,3.9,90,0,10,22
4831,Vịt Cỏ Vân Đình,10.975123,106.676741,food;restaurant,3.9,90,0,10,22
4832,Vịt nướng lu Năm Vân,10.946622,106.824425,food;restaurant,3.9,90,0,10,22
4833,Yukdaejang,10.724146,106.708894,food;restaurant,3.9,90,0,10,22
4834,Zo Saigon,10.785115,106.694444,food;restaurant,3.9,90,0,10,22
4835,"cơm, phở, cà phê võng",10.392827,106.300855,food;restaurant,3.9,90,0,10,22
4836,gummy chicken,10.777547,106.698799,food;restaurant,3.9,90,0,10,22
4837,hà Hàng Tori Soba Mutahiro,10.779334,106.705484,food;restaurant,3.9,90,0,10,22
4838,khe Viet restaurant,10.776731,106.689483,food;restaurant,3.9,90,0,10,22
4839,quán cơm sườn,10.358615,106.372398,food;restaurant,3.9,90,0,10,22
4840,quán mộc,10.603599,107.053491,food;restaurant,3.9,90,0,10,22
4841,Điểm Tâm Sú Ky - Há cảo & Xíu mại,10.769994,106.651313,food;restaurant,3.9,90,0,10,22
4842,đẫm eatery,10.797475,106.661696,food;restaurant,3.9,90,0,10,22
4843,Ốc Bụi 3,10.872952,106.590029,food;restaurant,3.9,90,0,0,23
4844,Ốc Zuka,10.797378,106.693662,food;restaurant,3.9,90,0,10,22
4845,불막열삼,10.731134,106.707934,food;restaurant,3.9,90,0,10,22
4846,전주옥,10.732987,106.707212,food;restaurant,3.9,90,0,10,22
4847,21 Grams Chay,10.774095,106.704259,food;restaurant,3.8,90,0,10,22
4848,Al Sham,10.761891,106.696188,food;restaurant,3.8,90,0,10,22
4849,Am Thuc Nam Bo,10.35588,106.362273,food;restaurant,3.8,90,0,10,22
4850,Amitaba Cafe - Ẩm Thực Chay,10.76506,106.697501,food;restaurant,3.8,90,0,10,22
4851,BBQ Ông Mập,10.779255,106.752666,food;restaurant,3.8,90,0,10,22
4852,Baba’s Kitchen,10.765532,106.690448,food;restaurant,3.8,90,0,10,22
4853,Buffalo Wild Wings,10.803885,106.73718,food;restaurant,3.8,90,0,10,22
4854,Buffet Chay D'Gemma,10.776079,106.680793,food;restaurant,3.8,90,0,10,22
4855,Bánh Canh Cua 270,10.978501,106.660421,food;restaurant,3.8,90,0,10,22
4856,Bánh Canh Cá Lóc Bột Gạo,10.788385,106.752101,food;restaurant,3.8,90,0,10,22
4857,Bánh Cuốn Thiên Hương,10.772201,106.675328,food;restaurant,3.8,90,0,10,22
4858,Bánh Mì Chay Khôi,10.781569,106.674839,food;restaurant,3.8,90,0,10,22
4859,Bánh Xèo,10.359999,107.07769,food;restaurant,3.8,90,0,10,22
4860,Bò Né Thanh Tuyền,10.76552,106.704188,food;restaurant,3.8,90,0,10,22
4861,Bún Quay Phú Quốc,10.765179,106.646315,food;restaurant,3.8,90,0,10,22
4862,Bún chả Hà Nội Minh Nga,10.735451,106.718372,food;restaurant,3.8,90,0,10,22
4863,Bún thịt nướng Kiều Bảo,10.765133,106.694807,food;restaurant,3.8,90,0,10,22
4864,Bếp Chay Cỏ Mây,10.353249,107.089263,food;restaurant,3.8,90,0,10,22
4865,Bếp Chay Nhân Duyên,10.761144,106.674249,food;restaurant,3.8,90,0,10,22
4866,Cháo Cá Miền Tây 2,10.839721,106.767666,food;restaurant,3.8,90,0,0,23
4867,Chè Tường Phong,10.75157,106.664992,food;restaurant,3.8,90,0,10,22
4868,Chảo Cá,10.802463,106.740874,food;restaurant,3.8,90,0,10,22
4869,Cool Spot BBQ,10.766076,106.697336,food;restaurant,3.8,90,0,10,22
4870,Căn Tin Berlin,10.78155,106.700762,food;restaurant,3.8,90,0,10,22
4871,Cơm Hướng Dương,10.347468,107.08498,food;restaurant,3.8,90,0,10,22
4872,Cơm Tấm Nguyễn Văn Cừ,10.757779,106.684522,food;restaurant,3.8,90,0,10,22
4873,Cửa Hàng TeeKa Milktea,10.779317,106.667235,food;restaurant,3.8,90,0,10,22
4874,Diệu Thiện,10.790507,106.740844,food;restaurant,3.8,90,0,10,22
4875,Dê Ngon 39,10.774442,106.751484,food;restaurant,3.8,90,0,10,22
4876,Dê Trương Định,10.73325,106.710185,food;restaurant,3.8,90,0,0,23
4877,Dịch vụ Nấu ăn Trường Thọ,10.969302,106.854177,food;restaurant,3.8,90,0,10,22
4878,Eddie's New York Deli & Diner,10.775101,106.70061,food;restaurant,3.8,90,0,10,22
4879,El Gaucho,10.803862,106.734627,food;restaurant,3.8,90,0,10,22
4880,Elisa Floating Restaurant,10.768057,106.70772,food;restaurant,3.8,90,0,10,22
4881,GBomb Cuisine,10.788859,106.715223,food;restaurant,3.8,90,0,10,22
4882,Hoàng Xuyên,10.902015,106.309432,food;restaurant,3.8,90,0,10,22
4883,Hàng Dương Quán Quận 4,10.758919,106.698772,food;restaurant,3.8,90,0,10,22
4884,Hàu Biển,10.361455,107.061234,food;restaurant,3.8,90,0,10,22
4885,Hương Thiền,10.798538,106.672732,food;restaurant,3.8,90,0,10,22
4886,Hải Hoàng,10.349767,107.078408,food;restaurant,3.8,90,0,10,22
4887,Hủ tíu chay Quý Thuận,10.349841,106.4775,food;restaurant,3.8,90,0,10,22
4888,JUJU Nướng - Kzone,10.821241,106.698059,food;restaurant,3.8,90,0,10,22
4889,JUUGOYA - Nhà hàng Nhật Bản,11.05235,106.676837,food;restaurant,3.8,90,0,10,22
4890,Jang Soo Chon,10.990241,106.661786,food;restaurant,3.8,90,0,10,22
4891,King BBQ,10.889513,106.77558,food;restaurant,3.8,90,0,10,22
4892,Kiếm Thẻ Caò,10.882461,106.759206,food;restaurant,3.8,90,0,0,23
4893,Lẩu Hồng Kông Ông Sủi,10.768641,106.69044,food;restaurant,3.8,90,0,10,22
4894,Lien Huong - Vegetarian Restaurant,10.794509,106.689295,food;restaurant,3.8,90,0,10,22
4895,Liên Tỏa,10.785067,106.700487,food;restaurant,3.8,90,0,10,22
4896,Làng Cá,10.387081,107.061518,food;restaurant,3.8,90,0,10,22
4897,Làng bè Long Sơn,10.477782,107.058801,food;restaurant,3.8,90,0,10,22
4898,Lương ký Mì gia,10.791857,106.708994,food;restaurant,3.8,90,0,10,22
4899,Lẩu,10.337392,107.089643,food;restaurant,3.8,90,0,10,22
4900,Lẩu Bò 6 Thanh,10.335852,107.081719,food;restaurant,3.8,90,0,10,22
4901,"Manmaru Japanese Restaurant, good food reasonable price",10.772868,106.695421,food;restaurant,3.8,90,0,10,22
4902,Mustard Indian Restaurant,10.785295,106.699673,food;restaurant,3.8,90,0,10,22
4903,Mê Rau Vegetarian,10.781622,106.662532,food;restaurant,3.8,90,0,10,22
4904,Ngõ Chay,10.804086,106.690691,food;restaurant,3.8,90,0,10,22
4905,Nhuận Liên Hương,10.749163,106.688465,food;restaurant,3.8,90,0,10,22
4906,Nhà Hàng - Cafe Bookworm's,10.766317,106.691349,food;restaurant,3.8,90,0,10,22
4907,Nhà Hàng Anan,10.771437,106.703042,food;restaurant,3.8,90,0,10,22
4908,Nhà Hàng Bornga,10.7947,106.721616,food;restaurant,3.8,90,0,10,22
4909,Nhà Hàng Broken Rice Meals,10.788104,106.664475,food;restaurant,3.8,90,0,10,22
4910,Nhà Hàng Bích Liên,10.786249,106.676706,food;restaurant,3.8,90,0,10,22
4911,Nhà Hàng Bún Chả Phố Cổ,10.799031,106.686386,food;restaurant,3.8,90,0,10,22
4912,Nhà Hàng Bếp Bắc,10.729081,106.725104,food;restaurant,3.8,90,0,10,22
4913,Nhà Hàng Chay Khai Ngộ,10.771974,106.652707,food;restaurant,3.8,90,0,10,22
4914,Nhà Hàng Chay Vĩnh Nghiêm,10.79042,106.682628,food;restaurant,3.8,90,0,10,22
4915,Nhà Hàng Denny's,10.762084,106.67517,food;restaurant,3.8,90,0,10,22
4916,Nhà Hàng Downtown Steakhouse,10.774,106.704228,food;restaurant,3.8,90,0,10,22
4917,Nhà Hàng Founder Bak Kut Teh,10.777915,106.689661,food;restaurant,3.8,90,0,10,22
4918,Nhà Hàng Kichi Kichi,10.77733,106.666177,food;restaurant,3.8,90,0,10,22
4919,Nhà Hàng Kimbap City,10.779454,106.680389,food;restaurant,3.8,90,0,10,22
4920,Nhà Hàng Kitchen,10.797943,106.715837,food;restaurant,3.8,90,0,10,22
4921,Nhà Hàng Le Corto,10.777891,106.704631,food;restaurant,3.8,90,0,10,22
4922,Nhà Hàng Làng Việt,10.780751,106.693863,food;restaurant,3.8,90,0,10,22
4923,Nhà Hàng Miyama,10.773648,106.70092,food;restaurant,3.8,90,0,10,22
4924,Nhà Hàng Mujo,10.796233,106.705584,food;restaurant,3.8,90,0,10,22
4925,Nhà Hàng Namo,10.777874,106.703769,food;restaurant,3.8,90,0,10,22
4926,Nhà Hàng Pháp Hidden,10.767408,106.693082,food;restaurant,3.8,90,0,10,22
4927,Nhà Hàng Propaganda Saigon Bistro,10.778708,106.698088,food;restaurant,3.8,90,0,10,22
4928,Nhà Hàng Riêu Cá Chép,10.782478,106.705707,food;restaurant,3.8,90,0,10,22
4929,Nhà Hàng Shabu Ya,10.742875,106.612778,food;restaurant,3.8,90,0,10,22
4930,Nhà Hàng Spice India,10.767597,106.694792,food;restaurant,3.8,90,0,10,22
4931,Nhà Hàng Sumo BBQ,10.797523,106.689728,food;restaurant,3.8,90,0,10,22
4932,Nhà Hàng The Adora Luxury,10.800121,106.67344,food;restaurant,3.8,90,0,10,22
4933,Nhà Hàng Tiệc Cưới Minh Anh,10.773907,106.770197,food;restaurant,3.8,90,0,10,22
4934,Nhà Hàng Urban Basemet - Craft Beer & Kitchen,10.782676,106.705439,food;restaurant,3.8,90,0,10,22
4935,Nhà Hàng Vườn Phố,10.801209,106.666552,food;restaurant,3.8,90,0,10,22
4936,Nhà Hàng Đông Hồ Eden,10.77361,106.671824,food;restaurant,3.8,90,0,10,22
4937,Nhà Hàng Đại Phú,10.82897,106.627389,food;restaurant,3.8,90,0,10,22
4938,Nhà Làm Phở,10.763499,106.690612,food;restaurant,3.8,90,0,10,22
4939,Nhà hàng Baoz Dimsum,10.753175,106.669653,food;restaurant,3.8,90,0,10,22
4940,Nhà hàng Cát Đẳng,10.845165,106.781823,food;restaurant,3.8,90,0,10,22
4941,Nhà hàng Cọ Dầu,10.959866,106.790945,food;restaurant,3.8,90,0,10,22
4942,Nhà hàng Hải Cảng,10.751997,106.619504,food;restaurant,3.8,90,0,10,22
4943,Nhà hàng Kim Ngọc Phát,10.96127,106.849505,food;restaurant,3.8,90,0,10,22
4944,Nhà hàng Ngọc Hương,10.945246,106.867971,food;restaurant,3.8,90,0,10,22
4945,Nhà hàng Ngọc Sương,10.791769,106.681189,food;restaurant,3.8,90,0,10,22
4946,Nhà hàng Năm Lửa 18,10.865343,106.734142,food;restaurant,3.8,90,0,10,22
4947,Noodles & Rice,11.06233,106.529274,food;restaurant,3.8,90,0,10,22
4948,Nấm,10.788854,106.691688,food;restaurant,3.8,90,0,10,22
4949,Pho Thin,10.769001,106.697689,food;restaurant,3.8,90,0,10,22
4950,Phá lấu Rubi,10.790945,106.641159,food;restaurant,3.8,90,0,10,22
4951,Phở A9,10.878963,106.806918,food;restaurant,3.8,90,0,10,22
4952,Phở Anh,10.78467,106.682885,food;restaurant,3.8,90,0,10,22
4953,Phở Phú Vương,10.795964,106.665928,food;restaurant,3.8,90,0,10,22
4954,Phở Vân,10.520113,107.083664,food;restaurant,3.8,90,0,10,22
4955,Pizza Hut,10.806212,106.63439,food;restaurant,3.8,90,0,10,22
4956,Pizza Hut,10.824857,106.687529,food;restaurant,3.8,90,0,10,22
4957,Pizza Hut Ba Cu,10.353763,107.083301,food;restaurant,3.8,90,0,10,22
4958,Quan Bui,10.780884,106.706305,food;restaurant,3.8,90,0,10,22
4959,Quan Lau De Mo,10.736021,106.670774,food;restaurant,3.8,90,0,10,22
4960,Quán 27,10.337142,107.089633,food;restaurant,3.8,90,0,10,22
4961,Quán Chay An Cát Tường,10.776481,106.666546,food;restaurant,3.8,90,0,10,22
4962,Quán Chay Cát Huệ,10.801633,106.718876,food;restaurant,3.8,90,0,10,22
4963,Quán Cơm Sinh Viên,10.849584,106.771382,food;restaurant,3.8,90,0,10,22
4964,Quán Cơm Thành Tài,10.875384,106.799301,food;restaurant,3.8,90,0,10,22
4965,Quán Cơm Tấm Hoàng Minh,10.768514,106.695027,food;restaurant,3.8,90,0,10,22
4966,Quán Hủ Tiếu Nam Vang,10.725478,106.70921,food;restaurant,3.8,90,0,10,22
4967,Quán Làng Ốc - Dương Bá Trạc,10.742384,106.68955,food;restaurant,3.8,90,0,10,22
4968,Quán Nhớ Tuyết,10.766567,106.70085,food;restaurant,3.8,90,0,10,22
4969,Quán dê Đồng Cỏ,10.786999,106.726645,food;restaurant,3.8,90,0,10,22
4970,Quán Ăn Ruông,10.774956,106.697912,food;restaurant,3.8,90,0,10,22
4971,Quán ăn Tài ký,10.868758,106.682682,food;restaurant,3.8,90,0,10,22
4972,Roots Plant-based Cafe,10.774012,106.69739,food;restaurant,3.8,90,0,10,22
4973,Rù Rì,10.350695,107.066656,food;restaurant,3.8,90,0,10,22
4974,Saigon Pho,10.783964,106.685072,food;restaurant,3.8,90,0,10,22
4975,Shamoji Robata Yaki,10.724008,106.708912,food;restaurant,3.8,90,0,10,22
4976,SẠC,10.768988,106.695907,food;restaurant,3.8,90,0,10,22
4977,Ta Ta,10.360521,107.083082,food;restaurant,3.8,90,0,10,22
4978,The Adora Center,10.798075,106.659385,food;restaurant,3.8,90,0,10,22
4979,The Adora Legend,10.794603,106.658361,food;restaurant,3.8,90,0,10,22
4980,The LooP,10.806021,106.735338,food;restaurant,3.8,90,0,10,22
4981,Thiện Quang 2,10.783973,106.705407,food;restaurant,3.8,90,0,10,22
4982,Thuyền Sao Mai,10.379635,107.055459,food;restaurant,3.8,90,0,10,22
4983,Thyty thailan,10.742592,106.62377,food;restaurant,3.8,90,0,10,22
4984,Thúy Hiền,10.787648,106.69651,food;restaurant,3.8,90,0,10,22
4985,Tiệm Chay Nhà Mình,10.781387,106.668834,food;restaurant,3.8,90,0,10,22
4986,Tsukemen Daigo,10.786,106.699306,food;restaurant,3.8,90,0,10,22
4987,Vườn Chay,10.353174,107.08993,food;restaurant,3.8,90,0,10,22
4988,Vườn Chay Giác Duyên,10.792692,106.691167,food;restaurant,3.8,90,0,10,22
4989,ZumWhere - Ngô Thời Nhiệm,10.779326,106.688792,food;restaurant,3.8,90,0,10,22
4990,banh canh trang bang,11.028709,106.373189,food;restaurant,3.8,90,0,10,22
4991,quán cà phê võng thủy điệp 2,10.392995,106.3009,food;restaurant,3.8,90,0,10,22
4992,Ẩm Thực Chay Visatra,10.738362,106.696214,food;restaurant,3.8,90,0,10,22
4993,Ẩm Thực Nhà Tôi,10.96681,106.666398,food;restaurant,3.8,90,0,10,22
4994,宇奈とと,10.772535,106.695783,food;restaurant,3.8,90,0,10,22
4995,157,10.755704,106.669432,food;restaurant,3.7,90,0,10,22
4996,18 BEER CLUB,10.773633,106.697483,food;restaurant,3.7,90,0,10,22
4997,79 Nha Trang,10.352181,107.076848,food;restaurant,3.7,90,0,10,22
4998,Asian kitchen,10.768425,106.69405,food;restaurant,3.7,90,0,10,22
4999,Banh cuon,10.369606,107.076704,food;restaurant,3.7,90,0,10,22
5000,Buffet Lẩu Đại Dương,10.948256,106.835568,food;restaurant,3.7,90,0,10,22
5001,Bánh Cuốn Tây Hồ 127,10.790746,106.696988,food;restaurant,3.7,90,0,10,22
5002,Bánh Xèo Miền Trung Huyền Chi,10.834894,106.635114,food;restaurant,3.7,90,0,10,22
5003,Bánh canh Trảng Bàng,10.340581,107.077984,food;restaurant,3.7,90,0,10,22
5004,Bún Cá Kiên Giang Hủ Tiếu Nam Vang,10.737376,106.703014,food;restaurant,3.7,90,0,10,22
5005,Bún đậu mắm tôm Nem nướng Nha Trnag,10.8865,106.781658,food;restaurant,3.7,90,0,10,22
5006,BẾP CÔ 8,10.795313,106.744151,food;restaurant,3.7,90,0,10,22
5007,Bếp Chay An Nhiên Viên,10.775742,106.674728,food;restaurant,3.7,90,0,10,22
5008,Bếp Chay Nhà Zen,10.787433,106.65609,food;restaurant,3.7,90,0,10,22
5009,COM CHAY CHAN NHU 2,10.765284,106.694777,food;restaurant,3.7,90,0,10,22
5010,Cafe Lam,10.766193,106.691332,food;restaurant,3.7,90,0,10,22
5011,Chay Lam,10.810969,106.718555,food;restaurant,3.7,90,0,10,22
5012,Chiyoda Sushi,10.778237,106.698473,food;restaurant,3.7,90,0,10,22
5013,Chè Thái Ý Phương,10.764374,106.667968,food;restaurant,3.7,90,0,10,22
5014,Coastal,10.807448,106.746005,food;restaurant,3.7,90,0,10,22
5015,Com Nieu D2,10.80572,106.714576,food;restaurant,3.7,90,0,10,22
5016,Cà Phê iCoffee,10.849291,106.799967,food;restaurant,3.7,90,0,10,22
5017,Cô Ba Quán,10.794337,106.709683,food;restaurant,3.7,90,0,10,22
5018,Cơm Chay Minh Trang,10.363313,107.089067,food;restaurant,3.7,90,0,10,22
5019,Cơm Niêu,10.848077,106.774788,food;restaurant,3.7,90,0,10,22
5020,Cơm Tấm,10.760974,106.63146,food;restaurant,3.7,90,0,10,22
5021,Cửa hàng Pizza Esspy,10.765835,106.689806,food;restaurant,3.7,90,0,10,22
5022,David,10.335569,107.071882,food;restaurant,3.7,90,0,10,22
5023,Don Quixote,10.346274,107.086286,food;restaurant,3.7,90,0,10,22
5024,El Gaucho,10.727851,106.718504,food;restaurant,3.7,90,0,10,22
5025,Ganh Hao I,10.359376,107.060137,food;restaurant,3.7,90,0,10,22
5026,Hai Lúa,10.753837,106.664195,food;restaurant,3.7,90,0,10,22
5027,Hoa Ti Gôn,10.338987,107.092574,food;restaurant,3.7,90,0,10,22
5028,Hu Tieu Muc,10.339178,107.084714,food;restaurant,3.7,90,0,10,22
5029,Hu tieu shop,10.360992,106.370358,food;restaurant,3.7,90,0,10,22
5030,Hương Quê,11.114865,106.953665,food;restaurant,3.7,90,0,10,22
5031,Hạnh Dung,10.771295,106.650168,food;restaurant,3.7,90,0,10,22
5032,Hội Ngộ Chay,10.784334,106.62157,food;restaurant,3.7,90,0,10,22
5033,Hủ tiếu Nhân Quán,10.34932,107.078532,food;restaurant,3.7,90,0,10,22
5034,Kampung Pandan Restaurant,10.774586,106.69648,food;restaurant,3.7,90,0,10,22
5035,King Ẩm Thực,10.742516,106.635732,food;restaurant,3.7,90,0,10,22
5036,Lau Nam Chay,10.792415,106.694578,food;restaurant,3.7,90,0,10,22
5037,Liu Do 2,10.78874,106.703452,food;restaurant,3.7,90,0,10,22
5038,Lẩu Bò Sài Gòn,10.889065,106.775699,food;restaurant,3.7,90,0,10,22
5039,Lẩu Bò Vivu Sài Gòn,10.770791,106.669482,food;restaurant,3.7,90,0,10,22
5040,Lẩu Chay Xanh,10.786075,106.671423,food;restaurant,3.7,90,0,10,22
5041,Lẩu dê Vườn Xoài 15,10.964657,106.846593,food;restaurant,3.7,90,0,10,22
5042,M & K coffee,10.342454,107.076421,food;restaurant,3.7,90,0,10,22
5043,Marukame Udon,10.772775,106.695512,food;restaurant,3.7,90,0,10,22
5044,Matsuri Japanese Restaurant - Thảo Điền,10.802517,106.740829,food;restaurant,3.7,90,0,10,22
5045,Musa - Indian Goat Curry,10.759616,106.674172,food;restaurant,3.7,90,0,10,22
5046,Mì Gia An Mỹ,11.031757,106.681235,food;restaurant,3.7,90,0,10,22
5047,Mì Gia Mỹ Nhung,11.149931,106.60715,food;restaurant,3.7,90,0,10,22
5048,Mì Nghiệp Ký,10.351649,107.079369,food;restaurant,3.7,90,0,10,22
5049,Mỳ Cay MeGunz,10.973895,106.654483,food;restaurant,3.7,90,0,10,22
5050,Ngon Asian,10.773464,106.703829,food;restaurant,3.7,90,0,10,22
5051,Ngân Cường,10.958734,106.698339,food;restaurant,3.7,90,0,10,22
5052,Nhà Hàng - Bar Evita,10.811653,106.731352,food;restaurant,3.7,90,0,10,22
5053,Nhà Hàng Bishin,10.782336,106.70589,food;restaurant,3.7,90,0,10,22
5054,Nhà Hàng Buffet Ông,10.669125,106.724815,food;restaurant,3.7,90,0,10,22
5055,Nhà Hàng Chay Hoa Ưu Đàm,10.760173,106.686178,food;restaurant,3.7,90,0,10,22
5056,Nhà Hàng Chay Saigon 3,10.776316,106.686671,food;restaurant,3.7,90,0,10,22
5057,Nhà Hàng Cà Phê Fly Cupcake Garden,10.782195,106.68783,food;restaurant,3.7,90,0,10,22
5058,Nhà Hàng Dê Minh Tâm,10.679338,106.578154,food;restaurant,3.7,90,0,10,22
5059,Nhà Hàng Funny Beef,10.77415,106.704215,food;restaurant,3.7,90,0,10,22
5060,Nhà Hàng Goldfish,10.774681,106.704254,food;restaurant,3.7,90,0,10,22
5061,Nhà Hàng Grand Castella,10.771943,106.703816,food;restaurant,3.7,90,0,10,22
5062,Nhà Hàng Green Foods,10.711435,106.707772,food;restaurant,3.7,90,0,10,22
5063,Nhà Hàng Haji Idris,10.771778,106.696974,food;restaurant,3.7,90,0,10,22
5064,Nhà Hàng Here & Now,10.789833,106.710955,food;restaurant,3.7,90,0,10,22
